Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,,
1904,St Louis,Tennis,Tennis,"WEST, Allen Tarwater",USA,Men,Doubles,Bronze,,
1904,St Louis,Tennis,Tennis,"LEONARD, Edgar Welch",USA,Men,Doubles,Gold,,
1904,St Louis,Tennis,Tennis,"WRIGHT, Beals Coleman",USA,Men,Doubles,Gold,,
1904,St Louis,Tennis,Tennis,"BELL, Alphonzo Edward",USA,Men,Doubles,Silver,,
1904,St Louis,Tennis,Tennis,"LEROY, Robert",USA,Men,Doubles,Silver,,
1904,St Louis,Tennis,Tennis,"BELL, Alphonzo Edward",USA,Men,Singles,Bronze,,
1904,St Louis,Tennis,Tennis,"LEONARD, Edgar Welch",USA,Men,Singles,Bronze,,
1904,St Louis,Tennis,Tennis,"WRIGHT, Beals Coleman",USA,Men,Singles,Gold,,
1904,St Louis,Tennis,Tennis,"LEROY, Robert",USA,Men,Singles,Silver,,
1904,St Louis,Tug of War,Tug of War,"FRIDE, H.",USA,Men,Tug Of War,Bronze,,
1904,St Louis,Tug of War,Tug of War,"HABERCORN, Charles",USA,Men,Tug Of War,Bronze,,
1904,St Louis,Tug of War,Tug of War,"JACOBS, H.",USA,Men,Tug Of War,Bronze,,
1904,St Louis,Tug of War,Tug of War,"KUNGLER, Frank",USA,Men,Tug Of War,Bronze,,
1904,St Louis,Tug of War,Tug of War,"THEAS, Charles",USA,Men,Tug Of War,Bronze,,
1904,St Louis,Tug of War,Tug of War,"FLANAGAN, Patrick",USA,Men,Tug Of War,Gold,,
1904,St Louis,Tug of War,Tug of War,"JOHNSON, Sydney B.",USA,Men,Tug Of War,Gold,,
1904,St Louis,Tug of War,Tug of War,"MAGNUSSEN, Conrad",USA,Men,Tug Of War,Gold,,
1904,St Louis,Tug of War,Tug of War,"OLSON, Oscar G.",USA,Men,Tug Of War,Gold,,
1904,St Louis,Tug of War,Tug of War,"SICLING, H.",USA,Men,Tug Of War,Gold,,
1904,St Louis,Tug of War,Tug of War,"BRAUN, Max",USA,Men,Tug Of War,Silver,,
1904,St Louis,Tug of War,Tug of War,"RODENBERGER, August",USA,Men,Tug Of War,Silver,,
1904,St Louis,Tug of War,Tug of War,"ROSE, Charles",USA,Men,Tug Of War,Silver,,
1904,St Louis,Tug of War,Tug of War,"SEILING, William",USA,Men,Tug Of War,Silver,,
1904,St Louis,Tug of War,Tug of War,"UPSHAW, Orrin Thomas",USA,Men,Tug Of War,Silver,,
1904,St Louis,Weightlifting,Weightlifting,"KUNGLER, Frank",USA,Men,All-Around Dumbbell Contest,Bronze,,
1904,St Louis,Weightlifting,Weightlifting,"OSTHOFF, Oscar Paul",USA,Men,All-Around Dumbbell Contest,Gold,,
1904,St Louis,Weightlifting,Weightlifting,"WINTERS, Frederick",USA,Men,All-Around Dumbbell Contest,Silver,,
1904,St Louis,Weightlifting,Weightlifting,"KUNGLER, Frank",USA,Men,Heavyweight - Two Hand Lift,Bronze,,
1904,St Louis,Weightlifting,Weightlifting,"KAKOUSIS, Perikles",GRE,Men,Heavyweight - Two Hand Lift,Gold,,
1904,St Louis,Weightlifting,Weightlifting,"OSTHOFF, Oscar Paul",USA,Men,Heavyweight - Two Hand Lift,Silver,,
1904,St Louis,Wrestling,Wrestling Free.,"THIEFENTHALER, Gustav",USA,Men,- 47.6KG (Light-Flyweight),Bronze,,
1904,St Louis,Wrestling,Wrestling Free.,"CURRY, Robert",USA,Men,- 47.6KG (Light-Flyweight),Gold,,
1904,St Louis,Wrestling,Wrestling Free.,"HEIN, John",USA,Men,- 47.6KG (Light-Flyweight),Silver,,
1904,St Louis,Wrestling,Wrestling Free.,"WARMBOLD, Frederick Charles",USA,Men,+ 71.67KG (Heavyweight),Bronze,,
1904,St Louis,Wrestling,Wrestling Free.,"HANSEN, Bernhuff",USA,Men,+ 71.67KG (Heavyweight),Gold,,
1904,St Louis,Wrestling,Wrestling Free.,"KUNGLER, Frank",USA,Men,+ 71.67KG (Heavyweight),Silver,,
1904,St Louis,Wrestling,Wrestling Free.,"NELSON, William",USA,Men,47.6 - 52.16KG (Flyweight),Bronze,,
1904,St Louis,Wrestling,Wrestling Free.,"MEHNERT, George Nicholas",USA,Men,47.6 - 52.16KG (Flyweight),Gold,,
1904,St Louis,Wrestling,Wrestling Free.,"BAUER, Gustav",USA,Men,47.6 - 52.16KG (Flyweight),Silver,,
1904,St Louis,Wrestling,Wrestling Free.,"STREBLER, Zenon B.",USA,Men,52.16 - 56.7KG (Bantamweight),Bronze,,
1904,St Louis,Wrestling,Wrestling Free.,"NIFLOT, Isidor",USA,Men,52.16 - 56.7KG (Bantamweight),Gold,,
1904,St Louis,Wrestling,Wrestling Free.,"WESTER, August",USA,Men,52.16 - 56.7KG (Bantamweight),Silver,,
1904,St Louis,Wrestling,Wrestling Free.,"CLAPPER, Charles E.",USA,Men,56.7 - 61.23KG (Featherweight),Bronze,,
1904,St Louis,Wrestling,Wrestling Free.,"BRADSHAW, Benjamin Joseph",USA,Men,56.7 - 61.23KG (Featherweight),Gold,,
1904,St Louis,Wrestling,Wrestling Free.,"MCLEAR, Theodore",USA,Men,56.7 - 61.23KG (Featherweight),Silver,,
1904,St Louis,Wrestling,Wrestling Free.,"ZIRKEL, Albert",USA,Men,61.23 - 65.77KG (Lightweight),Bronze,,
1904,St Louis,Wrestling,Wrestling Free.,"ROEHM, Otto F.",USA,Men,61.23 - 65.77KG (Lightweight),Gold,,
1904,St Louis,Wrestling,Wrestling Free.,"TESING, Rudolph",USA,Men,61.23 - 65.77KG (Lightweight),Silver,,
1904,St Louis,Wrestling,Wrestling Free.,"WINHOLTZ, Jerry",USA,Men,65.77 - 71.67KG (Welterweight),Bronze,,
1904,St Louis,Wrestling,Wrestling Free.,"ERICKSEN, Charles",USA,Men,65.77 - 71.67KG (Welterweight),Gold,,
1904,St Louis,Wrestling,Wrestling Free.,"BECKMANN, William",USA,Men,65.77 - 71.67KG (Welterweight),Silver,,
1908,London,Aquatics,Diving,"SPANGBERG, Arvid",SWE,Men,10M Platform,Bronze,,
1908,London,Aquatics,Diving,"JOHANSSON, Hjalmar",SWE,Men,10M Platform,Gold,,
1908,London,Aquatics,Diving,"MALMSTRÖM, Karl",SWE,Men,10M Platform,Silver,,
1908,London,Aquatics,Diving,"GAIDZIK, George William",USA,Men,3M Springboard,Bronze,,
1908,London,Aquatics,Diving,"WALZ, Gottlob",GER,Men,3M Springboard,Bronze,,
1908,London,Aquatics,Diving,"ZÜRNER, Albert",GER,Men,3M Springboard,Gold,,
1908,London,Aquatics,Diving,"BEHRENS, Kurt",GER,Men,3M Springboard,Silver,,
1908,London,Aquatics,Swimming,"HARESNAPE, Herbert Nickall",GBR,Men,100M Backstroke,Bronze,,
1908,London,Aquatics,Swimming,"BIEBERSTEIN, Arno",GER,Men,100M Backstroke,Gold,,
1908,London,Aquatics,Swimming,"DAM, Hans Peter Ludwig",DEN,Men,100M Backstroke,Silver,,
1908,London,Aquatics,Swimming,"JULIN, Harald S.A.",SWE,Men,100M Freestyle,Bronze,,
1908,London,Aquatics,Swimming,"DANIELS, Charles",USA,Men,100M Freestyle,Gold,,
1908,London,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,100M Freestyle,Silver,,
1908,London,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",ANZ,Men,1500M Freestyle,Bronze,,
1908,London,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,1500M Freestyle,Gold,,
1908,London,Aquatics,Swimming,"BATTERSBY, Thomas Sidney",GBR,Men,1500M Freestyle,Silver,,
1908,London,Aquatics,Swimming,"HANSSON, Pontus",SWE,Men,200M Breaststroke,Bronze,,
1908,London,Aquatics,Swimming,"HOLMAN, Frederick",GBR,Men,200M Breaststroke,Gold,,
1908,London,Aquatics,Swimming,"ROBINSON, William Walter",GBR,Men,200M Breaststroke,Silver,,
1908,London,Aquatics,Swimming,"SCHEFF, Otto",AUT,Men,400M Freestyle,Bronze,,
1908,London,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,400M Freestyle,Gold,,
1908,London,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",ANZ,Men,400M Freestyle,Silver,,
1908,London,Aquatics,Swimming,"DANIELS, Charles",USA,Men,4X200M Freestyle Relay,Bronze,,
1908,London,Aquatics,Swimming,"GOODWIN, Leo Budd",USA,Men,4X200M Freestyle Relay,Bronze,,
1908,London,Aquatics,Swimming,"HEBNER, Harry J.",USA,Men,4X200M Freestyle Relay,Bronze,,
1908,London,Aquatics,Swimming,"RICH, Leslie George",USA,Men,4X200M Freestyle Relay,Bronze,,
1908,London,Aquatics,Swimming,"DERBYSHIRE, John Henry",GBR,Men,4X200M Freestyle Relay,Gold,,
1908,London,Aquatics,Swimming,"FOSTER, William",GBR,Men,4X200M Freestyle Relay,Gold,,
1908,London,Aquatics,Swimming,"RADMILOVIC, Paul",GBR,Men,4X200M Freestyle Relay,Gold,,
1908,London,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,4X200M Freestyle Relay,Gold,,
1908,London,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,4X200M Freestyle Relay,Silver,,
1908,London,Aquatics,Swimming,"LAS TORRES, Béla",HUN,Men,4X200M Freestyle Relay,Silver,,
1908,London,Aquatics,Swimming,"MUNK, Jozsef",HUN,Men,4X200M Freestyle Relay,Silver,,
1908,London,Aquatics,Swimming,"ZACHAR, Imre",HUN,Men,4X200M Freestyle Relay,Silver,,
1908,London,Aquatics,Water polo,"CORNET, George Thomson",GBR,Men,Water Polo,Gold,,
1908,London,Aquatics,Water polo,"FORSYTH, Charles Eric",GBR,Men,Water Polo,Gold,,
1908,London,Aquatics,Water polo,"NEVINSON, George Wilfrid",GBR,Men,Water Polo,Gold,,
1908,London,Aquatics,Water polo,"RADMILOVIC, Paul",GBR,Men,Water Polo,Gold,,
1908,London,Aquatics,Water polo,"SMITH, Charles Sydney",GBR,Men,Water Polo,Gold,,
1908,London,Aquatics,Water polo,"THOULD, Thomas Henry",GBR,Men,Water Polo,Gold,,
1908,London,Aquatics,Water polo,"WILKINSON, George",GBR,Men,Water Polo,Gold,,
1908,London,Aquatics,Water polo,"BOIN, Victor",BEL,Men,Water Polo,Silver,,
1908,London,Aquatics,Water polo,"DONNERS, Hermann",BEL,Men,Water Polo,Silver,,
1908,London,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Men,Water Polo,Silver,,
1908,London,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Men,Water Polo,Silver,,
1908,London,Aquatics,Water polo,"MEYBOOM, Herman",BEL,Men,Water Polo,Silver,,
1908,London,Aquatics,Water polo,"MICHANT, Albert",BEL,Men,Water Polo,Silver,,
1908,London,Aquatics,Water polo,"PLETINCX, Joseph",BEL,Men,Water Polo,Silver,,
1908,London,Archery,Archery,"CABARET, Gustave",FRA,Men,Continental Style 50M,Bronze,,
1908,London,Archery,Archery,"GRISOT, EugÃ¨ne G.",FRA,Men,Continental Style 50M,Gold,,
1908,London,Archery,Archery,"VERNET, Louis",FRA,Men,Continental Style 50M,Silver,,
1908,London,Archery,Archery,"HILL-LOWE, Beatrice Geraldine",GBR,Women,National Round (60Y - 50Y),Bronze,,
1908,London,Archery,Archery,"NEWALL, Sybil Fenton Quenni",GBR,Women,National Round (60Y - 50Y),Gold,,
1908,London,Archery,Archery,"DOD, Charlotte",GBR,Women,National Round (60Y - 50Y),Silver,,
1908,London,Archery,Archery,"RICHARDSON, Henry Barber",USA,Men,York Round (100Y - 80Y - 60Y),Bronze,,
1908,London,Archery,Archery,"DOD, William",GBR,Men,York Round (100Y - 80Y - 60Y),Gold,,
1908,London,Archery,Archery,"BROOKS-KING, Reginald B.",GBR,Men,York Round (100Y - 80Y - 60Y),Silver,,
1908,London,Athletics,Athletics,"KERR, Robert",CAN,Men,100M,Bronze,,
1908,London,Athletics,Athletics,"WALKER, Reginald",RSA,Men,100M,Gold,,
1908,London,Athletics,Athletics,"RECTOR, James",USA,Men,100M,Silver,,
1908,London,Athletics,Athletics,"SPENCER, Edward Adams",GBR,Men,10Miles Walk (16093M),Bronze,,
1908,London,Athletics,Athletics,"LARNER, George Edward",GBR,Men,10Miles Walk (16093M),Gold,,
1908,London,Athletics,Athletics,"WEBB, Ernest",GBR,Men,10Miles Walk (16093M),Silver,,
1908,London,Athletics,Athletics,"SHAW, Arthur",USA,Men,110M Hurdles,Bronze,,
1908,London,Athletics,Athletics,"SMITHSON, Forrest",USA,Men,110M Hurdles,Gold,,
1908,London,Athletics,Athletics,"GARRELS, John Carlyle",USA,Men,110M Hurdles,Silver,,
1908,London,Athletics,Athletics,"HALLOWS, Norman",GBR,Men,1500M,Bronze,,
1908,London,Athletics,Athletics,"SHEPPARD, Melvin",USA,Men,1500M,Gold,,
1908,London,Athletics,Athletics,"WILSON, Harold",GBR,Men,1500M,Silver,,
1908,London,Athletics,Athletics,"CARTMELL, John Nathaniel",USA,Men,200M,Bronze,,
1908,London,Athletics,Athletics,"KERR, Robert",CAN,Men,200M,Gold,,
1908,London,Athletics,Athletics,"CLOUGHEN, Robert",USA,Men,200M,Silver,,
1908,London,Athletics,Athletics,"EISELE, John Lincoln",USA,Men,3200M Steeplechase,Bronze,,
1908,London,Athletics,Athletics,"RUSSELL, Arthur",GBR,Men,3200M Steeplechase,Gold,,
1908,London,Athletics,Athletics,"ROBERTSON, Arthur James",GBR,Men,3200M Steeplechase,Silver,,
1908,London,Athletics,Athletics,"KERR, Harry E.",ANZ,Men,3500M Walk,Bronze,,
1908,London,Athletics,Athletics,"LARNER, George Edward",GBR,Men,3500M Walk,Gold,,
1908,London,Athletics,Athletics,"WEBB, Ernest",GBR,Men,3500M Walk,Silver,,
1908,London,Athletics,Athletics,"DE FLEURAC, Louis N.",FRA,Men,3Miles Team (4828M),Bronze,,
1908,London,Athletics,Athletics,"DREHER, Joseph",FRA,Men,3Miles Team (4828M),Bronze,,
1908,London,Athletics,Athletics,"LIJANDIER, Paul",FRA,Men,3Miles Team (4828M),Bronze,,
1908,London,Athletics,Athletics,"COALES, William",GBR,Men,3Miles Team (4828M),Gold,,
1908,London,Athletics,Athletics,"DEAKIN, Joseph Edmund",GBR,Men,3Miles Team (4828M),Gold,,
1908,London,Athletics,Athletics,"ROBERTSON, Arthur James",GBR,Men,3Miles Team (4828M),Gold,,
1908,London,Athletics,Athletics,"BONHAG, George V.",USA,Men,3Miles Team (4828M),Silver,,
1908,London,Athletics,Athletics,"EISELE, John Lincoln",USA,Men,3Miles Team (4828M),Silver,,
1908,London,Athletics,Athletics,"TRUBE, Herbert Lawrence",USA,Men,3Miles Team (4828M),Silver,,
1908,London,Athletics,Athletics,"HALSWELLE, Wyndham",GBR,Men,400M,Gold,,
1908,London,Athletics,Athletics,"TREMEER, Leonard Francis",GBR,Men,400M Hurdles,Bronze,,
1908,London,Athletics,Athletics,"BACON, Charles Joseph",USA,Men,400M Hurdles,Gold,,
1908,London,Athletics,Athletics,"HILLMAN, Harry",USA,Men,400M Hurdles,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"KHINCHEGASHVILI, Vladimer",GEO,Men,Wf 55 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"YANG, Kyong Il",PRK,Men,Wf 55 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"YUMOTO, Shinichi",JPN,Men,Wf 55 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"YOSHIDA, Saori",JPN,Women,Wf 55 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"VERBEEK, Tonya Lynn",CAN,Women,Wf 55 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"RATKEVICH, Yuliya",AZE,Women,Wf 55 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"RENTERIA CASTILLO, Jackeline",COL,Women,Wf 55 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"ASGAROV, Toghrul",AZE,Men,Wf 60 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"KUDUKHOV, Besik",,Men,Wf 60 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"DUTT, Yogeshwar",IND,Men,Wf 60 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"SCOTT, Coleman",USA,Men,Wf 60 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"ICHO, Kaori",JPN,Women,Wf 63 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"JING, Ruixue",CHN,Women,Wf 63 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"SORONZONBOLD, Battsetseg",MGL,Women,Wf 63 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"VOLOSOVA, Lubov",RUS,Women,Wf 63 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"YONEMITSU, Tatsuhiro",JPN,Men,Wf 66 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"KUMAR, Sushil",IND,Men,Wf 66 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"LOPEZ AZCUY, Livan",CUB,Men,Wf 66 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"TANATAROV, Akzhurek",KAZ,Men,Wf 66 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"VOROBIEVA, Natalia",RUS,Women,Wf 72 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"HRISTOVA, Stanka Zlateva",BUL,Women,Wf 72 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"MANYUROVA, Guzel",KAZ,Women,Wf 72 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"UNDA, Maider",ESP,Women,Wf 72 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"BURROUGHS, Jordan Ernest",USA,Men,Wf 74 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"GOUDARZI, Sadegh Saeed",IRI,Men,Wf 74 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"HATOS, Gabor",HUN,Men,Wf 74 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"TSARGUSH, Denis",RUS,Men,Wf 74 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"SHARIFOV, Sharif",AZE,Men,Wf 84 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"ESPINAL, Jaime Yusept",PUR,Men,Wf 84 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"LASHGARI, Ehsan Naser",IRI,Men,Wf 84 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"MARSAGISHVILI, Dato",GEO,Men,Wf 84 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"VARNER, Jacob Stephen",USA,Men,Wf 96 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"ANDRIITSEV, Valerii",UKR,Men,Wf 96 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"GAZYUMOV, Khetag",AZE,Men,Wf 96 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"GOGSHELIDZE, George",GEO,Men,Wf 96 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"LOPEZ NUNEZ, Mijain",CUB,Men,Wg 120 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"NABI, Heiki",EST,Men,Wg 120 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"EUREN, Johan",SWE,Men,Wg 120 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"KAYAALP, Riza",TUR,Men,Wg 120 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"SORYAN REIHANPOUR, Hamid Mohammad",IRI,Men,Wg 55 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"BAYRAMOV, Rovshan",AZE,Men,Wg 55 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"MODOS, Peter",HUN,Men,Wg 55 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"SEMENOV, Mingiyan",RUS,Men,Wg 55 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"NOROOZI, Omid Haji",IRI,Men,Wg 60 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"LASHKHI, Revaz",GEO,Men,Wg 60 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"KURAMAGOMEDOV, Zaur",RUS,Men,Wg 60 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"MATSUMOTO, Ryutaro",JPN,Men,Wg 60 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"KIM, Hyeonwoo",KOR,Men,Wg 66 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"LORINCZ, Tamas",HUN,Men,Wg 66 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"GUENOT, Steeve",FRA,Men,Wg 66 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"TSKHADAIA, Manuchar",GEO,Men,Wg 66 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"VLASOV, Roman",RUS,Men,Wg 74 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"JULFALAKYAN, Arsen",ARM,Men,Wg 74 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"AHMADOV, Emin",AZE,Men,Wg 74 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"KAZAKEVIC, Aleksandr",LTU,Men,Wg 74 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"KHUGAEV, Alan",RUS,Men,Wg 84 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"EBRAHIM, Karam Mohamed Gaber",EGY,Men,Wg 84 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"GAJIYEV, Danyal",KAZ,Men,Wg 84 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"JANIKOWSKI, Damian",POL,Men,Wg 84 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"REZAEI, Ghasem Gholamreza",IRI,Men,Wg 96 KG,Gold,,
2012,London,Wrestling,Wrestling Freestyle,"TOTROV, Rustam",RUS,Men,Wg 96 KG,Silver,,
2012,London,Wrestling,Wrestling Freestyle,"ALEKSANYAN, Artur",ARM,Men,Wg 96 KG,Bronze,,
2012,London,Wrestling,Wrestling Freestyle,"LIDBERG, Jimmy",SWE,Men,Wg 96 KG,Bronze,,
